DS,Iteration,PP,DT,AS,LA,PT,PT scoring,Duration,Params,accuracy,precision,recall,f1,aod-sex,aod-race,eod-sex,eod-race,spd-sex,spd-race,di-sex,di-race,fr-sex,fr-race,d2h1 (accuracy+precision+recall+f1),d2h2 (aod+eod+spd+di+fr),d2h3 (accuracy+precision+recall+f1+aod+eod+spd+di+fr),Models built,Best params
fairness/compas-scores-two-years_processed.csv,1,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",218.70718717575073,,0.5413721413721414,0.5413721413721414,1.0,0.7024548152144591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35679551651058194,0.0,0.1907152257028061,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,1,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",59.41078162193298,,0.5413721413721414,0.5413721413721414,1.0,0.7024548152144591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35679551651058194,0.0,0.1907152257028061,500.0,pareto front
fairness/compas-scores-two-years_processed.csv,2,fairsmote,minmax,none,rf,default,None,3.235227108001709,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.6318635607321131,0.666156202143951,0.6595905989385898,0.6628571428571429,0.0002708704788803029,0.06200285585402032,0.029976872442625924,0.00451654989368433,0.0229646888602838,0.07217608154882849,0.040875372836258084,0.12202651075416338,0.2870216306156406,0.2795341098169717,0.3451521352017201,0.13696065263980536,0.21779777472502856,,
fairness/compas-scores-two-years_processed.csv,2,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",47.481504678726196,,0.5486688851913477,0.5486688851913477,1.0,0.7085683588503895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35083185140890394,0.0,0.18752751261995762,320.0,pareto front
fairness/compas-scores-two-years_processed.csv,2,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",347.31585001945496,,0.5,0.27433444259567386,0.5,0.35428417942519475,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6296348669635872,0.22360679774997896,0.4014346596181215,1280.0,pareto front
fairness/compas-scores-two-years_processed.csv,2,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",201.43791389465332,,0.5486688851913477,0.5486688851913477,1.0,0.7085683588503895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35083185140890394,0.0,0.18752751261995762,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,2,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",282.37453174591064,,0.5486688851913477,0.5486688851913477,1.0,0.7085683588503895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35083185140890394,0.0,0.18752751261995762,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,2,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",143.1163740158081,,0.45133111480865223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9084378825182705,0.4472135954999579,0.6153418066162855,500.0,pareto front
fairness/compas-scores-two-years_processed.csv,3,fairsmote,minmax,none,rf,default,None,3.070981979370117,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.6228690228690229,0.6500732064421669,0.6742596810933941,0.6619455833022735,0.02013169125456382,0.05332085486987395,0.010198023032003456,0.003577562938607337,0.04457920857190456,0.06589342785572383,0.07382942612610155,0.10775358142338809,0.3043659043659044,0.3413721413721414,0.3482327091083093,0.15360000259628623,0.22693512080193454,,
fairness/compas-scores-two-years_processed.csv,3,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",45.5340690612793,,0.5,0.2738045738045738,0.5,0.3538420204191295,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6299875883879151,0.22360679774997896,0.40163220852065723,320.0,pareto front
fairness/compas-scores-two-years_processed.csv,3,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",499.75025391578674,,0.48413028413028414,0.18253638253638252,0.3333333333333333,0.23589468027941965,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.7227510624763746,0.29814239699997197,0.47284626376421673,1280.0,pareto front
fairness/compas-scores-two-years_processed.csv,3,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",237.54492259025574,,0.5476091476091476,0.5476091476091476,1.0,0.707684040838259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3516971661225367,0.0,0.18799004278997877,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,3,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",353.2760579586029,,0.48413028413028414,0.18253638253638252,0.3333333333333333,0.23589468027941965,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.7227510624763746,0.29814239699997197,0.47284626376421673,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,3,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",267.31742572784424,,0.4523908523908524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9082780106532935,0.4472135954999579,0.6152743742513357,500.0,pareto front
fairness/compas-scores-two-years_processed.csv,4,fairsmote,minmax,none,rf,default,None,3.409597158432007,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.6374220374220374,0.6559139784946236,0.7000765110941086,0.6772760917838637,0.07454087079444946,0.03498716813508168,0.050250403191579696,0.025028003533132948,0.10169220735449258,0.05452241346699449,0.1536754443408147,0.08861195305343272,0.31683991683991686,0.2686070686070686,0.3331526636822691,0.15074861742904033,0.2189608976575557,,
fairness/compas-scores-two-years_processed.csv,4,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",46.224833965301514,,0.5434511434511434,0.5434511434511434,1.0,0.7042025862068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3550949967398954,0.0,0.18980625965118547,320.0,pareto front
fairness/compas-scores-two-years_processed.csv,4,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",341.341596364975,,0.5434511434511434,0.5434511434511434,1.0,0.7042025862068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3550949967398954,0.0,0.18980625965118547,1280.0,pareto front
fairness/compas-scores-two-years_processed.csv,4,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",195.8121428489685,,0.5,0.2717255717255717,0.5,0.35210129310344823,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6313742236543862,0.22360679774997896,0.40240862180089165,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,4,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",250.32243967056274,,0.5,0.2717255717255717,0.5,0.35210129310344823,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6313742236543862,0.22360679774997896,0.40240862180089165,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,4,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",98.54192686080933,,0.4565488565488566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.907653450568877,0.4472135954999579,0.6150109839505978,500.0,pareto front
fairness/compas-scores-two-years_processed.csv,5,fairsmote,minmax,none,rf,default,None,3.0396368503570557,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.6397670549084858,0.6793025018953753,0.6691560866318148,0.6741911211437172,0.019843678231313305,0.037317760763115465,0.002708848245180362,0.020881720949322835,0.044014557034004365,0.057860481479619974,0.0753100785752926,0.09847529029360813,0.35066555740432614,0.34900166389351084,0.33474758422363365,0.16360084742881006,0.22612830639902565,,
fairness/compas-scores-two-years_processed.csv,5,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",46.01719045639038,,0.4430116472545757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9097027021359865,0.4472135954999579,0.6158754526858531,320.0,pareto front
fairness/compas-scores-two-years_processed.csv,5,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",498.54240012168884,,0.5189961175818081,0.3713255684969495,0.6666666666666666,0.47697925015584647,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5325996872628624,0.14907119849998599,0.32789280931939924,1280.0,pareto front
fairness/compas-scores-two-years_processed.csv,5,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",369.12373900413513,,0.48100388241819186,0.18566278424847474,0.3333333333333333,0.23848962507792323,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.7211511946994245,0.29814239699997197,0.4718841310026262,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,5,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",211.64637231826782,,0.5,0.2784941763727121,0.5,0.35773443761688484,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6268754409811435,0.22360679774997896,0.3998884701610127,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,5,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",179.59635376930237,,0.5189961175818081,0.3713255684969495,0.6666666666666666,0.47697925015584647,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5325996872628624,0.14907119849998599,0.3278928093193993,500.0,pareto front
fairness/compas-scores-two-years_processed.csv,6,fairsmote,minmax,none,rf,default,None,3.280853509902954,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.6257796257796258,0.6656694091249065,0.6626954579300074,0.664179104477612,0.0690156108633053,0.037595129446412384,0.03438451714313784,0.06056652646087313,0.08965647150750677,0.06751969275385039,0.1424722838137471,0.11229591005377226,0.3388773388773389,0.31351351351351353,0.34582071238108053,0.16421377416966748,0.23115076970878579,,
fairness/compas-scores-two-years_processed.csv,6,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",65.9791350364685,,0.48052668052668057,0.18613998613998614,0.3333333333333333,0.23888295980078267,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.7209089050553147,0.29814239699997197,0.4717381707655243,320.0,pareto front
fairness/compas-scores-two-years_processed.csv,6,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",332.67246532440186,,0.5584199584199584,0.5584199584199584,1.0,0.716648879402348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34288253228606136,0.0,0.18327842281769943,1280.0,pareto front
fairness/compas-scores-two-years_processed.csv,6,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",219.46046257019043,,0.5,0.2792099792099792,0.5,0.358324439701174,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6264023118630013,0.22360679774997896,0.3996232337785681,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,6,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",204.61646604537964,,0.5,0.2792099792099792,0.5,0.358324439701174,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6264023118630013,0.22360679774997896,0.3996232337785681,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,6,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",95.31153416633606,,0.5584199584199584,0.5584199584199584,1.0,0.716648879402348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34288253228606136,0.0,0.18327842281769943,500.0,pareto front
fairness/compas-scores-two-years_processed.csv,7,fairsmote,minmax,none,rf,default,None,3.0478310585021973,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.6365904365904366,0.6661654135338346,0.6732522796352584,0.6696900982615269,0.0026088689731244286,0.06334098288916215,0.01426278153427063,0.0525657443346057,0.03195337841552581,0.0767012106419257,0.055213558291533626,0.12717457191921677,0.34802494802494804,0.3343035343035343,0.33888816217470635,0.16309251702300234,0.22762319065533085,,
fairness/compas-scores-two-years_processed.csv,7,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",39.85059976577759,,0.5,0.2735966735966736,0.5,0.35366836871808655,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6301260587251161,0.22360679774997896,0.4017097560301208,320.0,pareto front
fairness/compas-scores-two-years_processed.csv,7,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",348.09696769714355,,0.5,0.2735966735966736,0.5,0.35366836871808655,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6301260587251161,0.22360679774997896,0.4017097560301208,1280.0,pareto front
fairness/compas-scores-two-years_processed.csv,7,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",225.49069619178772,,0.45280665280665283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9082153598146008,0.4472135954999579,0.6152479499711977,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,7,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",223.81536531448364,,0.5,0.2735966735966736,0.5,0.35366836871808655,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6301260587251161,0.22360679774997896,0.4017097560301208,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,7,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",95.24438834190369,,0.5471933471933472,0.5471933471933472,1.0,0.7073367374361731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35203675763563125,0.0,0.1881715620890439,500.0,pareto front
fairness/compas-scores-two-years_processed.csv,8,fairsmote,minmax,none,rf,default,None,3.327833414077759,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.6360232945091514,0.6590066716085989,0.6817484662576687,0.6701846965699209,0.04299185388421034,0.022836740974333053,0.026338052372077092,0.035862229866742146,0.06468821657140911,0.050138546562361275,0.10557809259815265,0.08441175181898553,0.3261231281198003,0.3643926788685524,0.33868040438348335,0.1638470154066081,0.22792168295114817,,
fairness/compas-scores-two-years_processed.csv,8,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",49.45846509933472,,0.5424292845257903,0.5424292845257903,1.0,0.703344120819849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3559306919792492,0.0,0.19025295754624547,320.0,pareto front
fairness/compas-scores-two-years_processed.csv,8,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",342.0443027019501,,0.45757071547420963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9075006237892017,0.4472135954999579,0.6149465440595607,1280.0,pareto front
fairness/compas-scores-two-years_processed.csv,8,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",183.36164569854736,,0.5,0.27121464226289516,0.5,0.3516720604099245,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6317156578842255,0.22360679774997896,0.4025997508029031,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,8,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",337.05248045921326,,0.45757071547420963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9075006237892017,0.4472135954999579,0.6149465440595607,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,8,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",93.6156919002533,,0.5,0.27121464226289516,0.5,0.3516720604099245,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6317156578842255,0.22360679774997896,0.4025997508029031,500.0,pareto front
fairness/compas-scores-two-years_processed.csv,9,fairsmote,minmax,none,rf,default,None,3.0728442668914795,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.6395010395010395,0.675392670157068,0.6758982035928144,0.675645342312009,0.02087885379377885,0.021450375164679097,0.02017015060177063,0.0024106636415202054,0.0574545578179253,0.012178730053273301,0.0954987920487137,0.021595545083666012,0.36673596673596676,0.316008316008316,0.33375789784919235,0.15770255261697633,0.22269105577746517,,
fairness/compas-scores-two-years_processed.csv,9,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",45.31321859359741,,0.5,0.27775467775467777,0.5,0.35712376369954557,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6273647579621704,0.22360679774997896,0.4001627420141437,320.0,pareto front
fairness/compas-scores-two-years_processed.csv,9,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",345.06003880500793,,0.5,0.27775467775467777,0.5,0.35712376369954557,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6273647579621704,0.22360679774997896,0.4001627420141437,1280.0,pareto front
fairness/compas-scores-two-years_processed.csv,9,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",181.89193153381348,,0.5,0.27775467775467777,0.5,0.35712376369954557,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6273647579621704,0.22360679774997896,0.4001627420141437,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,9,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",232.19549036026,,0.5,0.27775467775467777,0.5,0.35712376369954557,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6273647579621704,0.22360679774997896,0.4001627420141437,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,9,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",153.4500379562378,,0.5,0.27775467775467777,0.5,0.35712376369954557,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6273647579621704,0.22360679774997896,0.4001627420141437,500.0,pareto front
fairness/compas-scores-two-years_processed.csv,10,fairsmote,minmax,none,rf,default,None,3.105189561843872,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.6345114345114345,0.6559701492537313,0.6777178103315343,0.6666666666666666,0.01009761289503891,0.04555378924372902,0.002518934500904235,0.03683928580453122,0.03752449546569747,0.06790568265978103,0.0638744169140365,0.11280883184251655,0.3305613305613306,0.3047817047817048,0.3416560224099677,0.1511715289059401,0.22287787529009762,,
fairness/compas-scores-two-years_processed.csv,10,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",71.2314841747284,,0.48690228690228693,0.17976437976437976,0.3333333333333333,0.23356744102287053,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.7241878550671937,0.29814239699997197,0.47370791566131104,320.0,pareto front
fairness/compas-scores-two-years_processed.csv,10,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",331.61200737953186,,0.5,0.26964656964656963,0.5,0.3503511615343058,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6327651697512275,0.22360679774997896,0.403187128674532,1280.0,pareto front
fairness/compas-scores-two-years_processed.csv,10,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",291.33336567878723,,0.48690228690228693,0.17976437976437976,0.3333333333333333,0.23356744102287053,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.7241878550671937,0.29814239699997197,0.47370791566131104,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,10,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",209.90543127059937,,0.5,0.26964656964656963,0.5,0.3503511615343058,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6327651697512275,0.22360679774997896,0.403187128674532,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,10,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",99.28750252723694,,0.5392931392931393,0.5392931392931393,1.0,0.7007023230686116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3584971138033287,0.0,0.19162476771419476,500.0,pareto front
fairness/compas-scores-two-years_processed.csv,11,fairsmote,minmax,none,rf,default,None,3.0797109603881836,"{'la__n_estimators': 100, 'la__criterion': 'gini', 'la__min_samples_leaf': 1, 'la__min_impurity_decrease': 0.0, 'la__max_depth': None}",0.6385191347753744,0.6724008975317876,0.6759398496240602,0.6741657292838396,0.07518306340311362,0.06387813687423133,0.030845341314655328,0.0036706997837739896,0.08983058692834656,0.06926119944987874,0.14269118501253608,0.11505840071877815,0.31697171381031614,0.29825291181364394,0.33510167893354814,0.15703169846418202,0.2229288938719809,,
fairness/compas-scores-two-years_processed.csv,11,fairsmote,minmax,none,rf,random search,"['d2h1', 'd2h2']",46.795453786849976,,0.5,0.2766222961730449,0.5,0.35618639528655593,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6281150784813071,0.22360679774997896,0.4005832337028413,320.0,pareto front
fairness/compas-scores-two-years_processed.csv,11,fairsmote,minmax,none,rf,tpe,"['d2h1', 'd2h2']",334.1940929889679,,0.44675540765391014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9091313957509376,0.4472135954999579,0.6156343754302892,1280.0,pareto front
fairness/compas-scores-two-years_processed.csv,11,fairsmote,minmax,none,rf,nsga-ii,"['d2h1', 'd2h2']",208.53882122039795,,0.44675540765391014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9091313957509376,0.4472135954999579,0.6156343754302892,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,11,fairsmote,minmax,none,rf,nsga-iii,"['d2h1', 'd2h2']",237.89696645736694,,0.5532445923460898,0.5532445923460898,1.0,0.7123727905731119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3470987612116766,0.0,0.18553209197539344,1000.0,pareto front
fairness/compas-scores-two-years_processed.csv,11,fairsmote,minmax,none,rf,moead,"['d2h1', 'd2h2']",98.47304344177246,,0.44675540765391014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9091313957509376,0.4472135954999579,0.6156343754302892,500.0,pareto front
