ds,pt,m,val,rank
fairness/adult_processed.csv,default,d2h2,0.1779807179880173,
fairness/adult_processed.csv,default,d2h2,0.1955951570340857,
fairness/adult_processed.csv,default,d2h2,0.2004434990624357,
fairness/adult_processed.csv,default,d2h2,0.1980240808940685,
fairness/adult_processed.csv,default,d2h2,0.1471944109767952,
fairness/adult_processed.csv,default,d2h2,0.1862593991696765,
fairness/adult_processed.csv,default,d2h2,0.1944561150126066,
fairness/adult_processed.csv,default,d2h2,0.1914022624989651,
fairness/adult_processed.csv,default,d2h2,0.1735324761632743,
fairness/adult_processed.csv,default,d2h2,0.2168799210204123,
fairness/adult_processed.csv,default,d2h2,0.159961804851666,
fairness/adult_processed.csv,default,d2h2,0.1805742498502069,
fairness/adult_processed.csv,default,d2h2,0.1773408352965167,
fairness/adult_processed.csv,default,d2h2,0.1882588854908405,
fairness/adult_processed.csv,default,d2h2,0.1900197099474884,
fairness/adult_processed.csv,default,d2h2,0.1582961447942046,
fairness/adult_processed.csv,default,d2h2,0.1948049702712985,
fairness/adult_processed.csv,default,d2h2,0.1683117154140523,
fairness/adult_processed.csv,default,d2h2,0.1752161779816969,
fairness/adult_processed.csv,default,d2h2,0.1816089775143929,
fairness/adult_processed.csv,default,d2h2,0.2124455083011261,
fairness/adult_processed.csv,default,d2h2,0.1687577647290679,
fairness/adult_processed.csv,default,d2h2,0.1821448527172912,
fairness/adult_processed.csv,default,d2h2,0.1565577196920817,
fairness/adult_processed.csv,default,d2h2,0.1943980129442871,
fairness/adult_processed.csv,default,d2h2,0.1794853304974596,
fairness/adult_processed.csv,default,d2h2,0.1905101470155473,
fairness/adult_processed.csv,default,d2h2,0.1788004979625414,
fairness/adult_processed.csv,default,d2h2,0.1928846451717236,
fairness/adult_processed.csv,default,d2h3,0.2396482105823174,
fairness/adult_processed.csv,default,d2h3,0.2472184279066528,
fairness/adult_processed.csv,default,d2h3,0.2505879032680095,
fairness/adult_processed.csv,default,d2h3,0.2536492834560083,
fairness/adult_processed.csv,default,d2h3,0.253253460664289,
fairness/adult_processed.csv,default,d2h3,0.2301252514241169,
fairness/adult_processed.csv,default,d2h3,0.2477934900784312,
fairness/adult_processed.csv,default,d2h3,0.252977364635267,
fairness/adult_processed.csv,default,d2h3,0.2505936600337535,
fairness/adult_processed.csv,default,d2h3,0.2438106978130744,
fairness/adult_processed.csv,default,d2h3,0.2659653989746849,
fairness/adult_processed.csv,default,d2h3,0.2366837135573327,
fairness/adult_processed.csv,default,d2h3,0.243924410501814,
fairness/adult_processed.csv,default,d2h3,0.2449158739010734,
fairness/adult_processed.csv,default,d2h3,0.2500327584359927,
fairness/adult_processed.csv,default,d2h3,0.2501668096509205,
fairness/adult_processed.csv,default,d2h3,0.2341161469790568,
fairness/adult_processed.csv,default,d2h3,0.2531934021317822,
fairness/adult_processed.csv,default,d2h3,0.2379889503096865,
fairness/adult_processed.csv,default,d2h3,0.2450361158780861,
fairness/adult_processed.csv,default,d2h3,0.2482176054248127,
fairness/adult_processed.csv,default,d2h3,0.2592086453573923,
fairness/adult_processed.csv,default,d2h3,0.2409882242967292,
fairness/adult_processed.csv,default,d2h3,0.2457424080107797,
fairness/adult_processed.csv,default,d2h3,0.2342313083301198,
fairness/adult_processed.csv,default,d2h3,0.253382109345087,
fairness/adult_processed.csv,default,d2h3,0.2459714492756229,
fairness/adult_processed.csv,default,d2h3,0.249355173202618,
fairness/adult_processed.csv,default,d2h3,0.2441245832600926,
fairness/adult_processed.csv,default,d2h3,0.2521637100265613,
fairness/adult_processed.csv,default,di-race,0.2356351949010853,
fairness/adult_processed.csv,default,di-race,0.3256493769574669,
fairness/adult_processed.csv,default,di-race,0.2013869006162573,
fairness/adult_processed.csv,default,di-race,0.2580920306575494,
fairness/adult_processed.csv,default,di-race,0.3302390480914764,
fairness/adult_processed.csv,default,di-race,0.1851570048309179,
fairness/adult_processed.csv,default,di-race,0.2237165864431179,
fairness/adult_processed.csv,default,di-race,0.2447667104437734,
fairness/adult_processed.csv,default,di-race,0.3253290716247472,
fairness/adult_processed.csv,default,di-race,0.1653976161756263,
fairness/adult_processed.csv,default,di-race,0.2956441851322554,
fairness/adult_processed.csv,default,di-race,0.1853763642858463,
fairness/adult_processed.csv,default,di-race,0.2556215016167336,
fairness/adult_processed.csv,default,di-race,0.2769948147871824,
fairness/adult_processed.csv,default,di-race,0.321801473002834,
fairness/adult_processed.csv,default,di-race,0.2519023709878821,
fairness/adult_processed.csv,default,di-race,0.1174741225061218,
fairness/adult_processed.csv,default,di-race,0.1545170304876653,
fairness/adult_processed.csv,default,di-race,0.2442709369758647,
fairness/adult_processed.csv,default,di-race,0.1798574542777872,
fairness/adult_processed.csv,default,di-race,0.3166749084139101,
fairness/adult_processed.csv,default,di-race,0.2177369785356853,
fairness/adult_processed.csv,default,di-race,0.2473054914815046,
fairness/adult_processed.csv,default,di-race,0.2085987884281672,
fairness/adult_processed.csv,default,di-race,0.0753048027458863,
fairness/adult_processed.csv,default,di-race,0.3559224534122728,
fairness/adult_processed.csv,default,di-race,0.2144618205349439,
fairness/adult_processed.csv,default,di-race,0.1595965555898777,
fairness/adult_processed.csv,default,di-race,0.2872221052067522,
fairness/adult_processed.csv,default,di-race,0.3349969521487351,
fairness/adult_processed.csv,default,di-sex,0.3423211562418498,
fairness/adult_processed.csv,default,di-sex,0.3126956821943971,
fairness/adult_processed.csv,default,di-sex,0.4554661650786831,
fairness/adult_processed.csv,default,di-sex,0.454111166756792,
fairness/adult_processed.csv,default,di-sex,0.4006060367152673,
fairness/adult_processed.csv,default,di-sex,0.3288495713845256,
fairness/adult_processed.csv,default,di-sex,0.4193379432485578,
fairness/adult_processed.csv,default,di-sex,0.392636541459723,
fairness/adult_processed.csv,default,di-sex,0.3956153081593693,
fairness/adult_processed.csv,default,di-sex,0.3954842238576171,
fairness/adult_processed.csv,default,di-sex,0.4496936682498578,
fairness/adult_processed.csv,default,di-sex,0.3441649469083881,
fairness/adult_processed.csv,default,di-sex,0.39577136945558,
fairness/adult_processed.csv,default,di-sex,0.3585159485963111,
fairness/adult_processed.csv,default,di-sex,0.3724921687212188,
fairness/adult_processed.csv,default,di-sex,0.4278059464808442,
fairness/adult_processed.csv,default,di-sex,0.3696207130044675,
fairness/adult_processed.csv,default,di-sex,0.4552522037757281,
fairness/adult_processed.csv,default,di-sex,0.3620972368737624,
fairness/adult_processed.csv,default,di-sex,0.3880168321278628,
fairness/adult_processed.csv,default,di-sex,0.3433874886615057,
fairness/adult_processed.csv,default,di-sex,0.4979492054868939,
fairness/adult_processed.csv,default,di-sex,0.360520641683077,
fairness/adult_processed.csv,default,di-sex,0.4126248874747941,
fairness/adult_processed.csv,default,di-sex,0.368948114585851,
fairness/adult_processed.csv,default,di-sex,0.3440821941798309,
fairness/adult_processed.csv,default,di-sex,0.4095819105384036,
fairness/adult_processed.csv,default,di-sex,0.4330934249182585,
fairness/adult_processed.csv,default,di-sex,0.3657787828304241,
fairness/adult_processed.csv,default,di-sex,0.3720030038767309,
fairness/adult_processed.csv,default,eod-race,0.0136936122065147,
fairness/adult_processed.csv,default,eod-race,0.1068695288773192,
fairness/adult_processed.csv,default,eod-race,0.0443169053636618,
fairness/adult_processed.csv,default,eod-race,0.0472569828178361,
fairness/adult_processed.csv,default,eod-race,0.1003270868824531,
fairness/adult_processed.csv,default,eod-race,0.0457272344551322,
fairness/adult_processed.csv,default,eod-race,0.0507973975948892,
fairness/adult_processed.csv,default,eod-race,0.0797184143510317,
fairness/adult_processed.csv,default,eod-race,0.0463045116195349,
fairness/adult_processed.csv,default,eod-race,0.048319634259034,
fairness/adult_processed.csv,default,eod-race,0.0783887241568773,
fairness/adult_processed.csv,default,eod-race,0.0368367630149478,
fairness/adult_processed.csv,default,eod-race,0.0580867291348877,
fairness/adult_processed.csv,default,eod-race,0.0572615997722744,
fairness/adult_processed.csv,default,eod-race,0.0979334586271927,
fairness/adult_processed.csv,default,eod-race,0.0482843248928692,
fairness/adult_processed.csv,default,eod-race,0.0039578205415081,
fairness/adult_processed.csv,default,eod-race,0.0519323358873472,
fairness/adult_processed.csv,default,eod-race,0.0625081572586864,
fairness/adult_processed.csv,default,eod-race,0.0376349702536409,
fairness/adult_processed.csv,default,eod-race,0.0506520317387776,
fairness/adult_processed.csv,default,eod-race,0.0074948594025656,
fairness/adult_processed.csv,default,eod-race,0.0483614161777242,
fairness/adult_processed.csv,default,eod-race,0.048766076259158,
fairness/adult_processed.csv,default,eod-race,0.0006965728615213,
fairness/adult_processed.csv,default,eod-race,0.121283879041712,
fairness/adult_processed.csv,default,eod-race,0.0525409564125499,
fairness/adult_processed.csv,default,eod-race,0.0431099382979548,
fairness/adult_processed.csv,default,eod-race,0.0874604847207586,
fairness/adult_processed.csv,default,eod-race,0.073866362078812,
fairness/adult_processed.csv,default,eod-sex,0.0820802840396707,
fairness/adult_processed.csv,default,eod-sex,0.0892901207942205,
fairness/adult_processed.csv,default,eod-sex,0.1401241922424488,
fairness/adult_processed.csv,default,eod-sex,0.1495881538176551,
fairness/adult_processed.csv,default,eod-sex,0.0785326554839644,
fairness/adult_processed.csv,default,eod-sex,0.0747852682553842,
fairness/adult_processed.csv,default,eod-sex,0.1347474013839638,
fairness/adult_processed.csv,default,eod-sex,0.1535588792055495,
fairness/adult_processed.csv,default,eod-sex,0.0907960479356849,
fairness/adult_processed.csv,default,eod-sex,0.1380496104500819,
fairness/adult_processed.csv,default,eod-sex,0.1830615316227232,
fairness/adult_processed.csv,default,eod-sex,0.0857838850475535,
fairness/adult_processed.csv,default,eod-sex,0.124265867892372,
fairness/adult_processed.csv,default,eod-sex,0.0979790792001708,
fairness/adult_processed.csv,default,eod-sex,0.1037588213929647,
fairness/adult_processed.csv,default,eod-sex,0.1265375072845793,
fairness/adult_processed.csv,default,eod-sex,0.0637078877287906,
fairness/adult_processed.csv,default,eod-sex,0.1625702654243426,
fairness/adult_processed.csv,default,eod-sex,0.1146141488425348,
fairness/adult_processed.csv,default,eod-sex,0.1115184953086534,
fairness/adult_processed.csv,default,eod-sex,0.1119820306728084,
fairness/adult_processed.csv,default,eod-sex,0.1784198400618046,
fairness/adult_processed.csv,default,eod-sex,0.0536280831030601,
fairness/adult_processed.csv,default,eod-sex,0.116135501473926,
fairness/adult_processed.csv,default,eod-sex,0.1236598520353574,
fairness/adult_processed.csv,default,eod-sex,0.0816555520270985,
fairness/adult_processed.csv,default,eod-sex,0.1386971806131538,
fairness/adult_processed.csv,default,eod-sex,0.1732651611814755,
fairness/adult_processed.csv,default,eod-sex,0.0628048173584154,
fairness/adult_processed.csv,default,eod-sex,0.1173498088295605,
fairness/adult_processed.csv,default,f1,0.5936220642102995,
fairness/adult_processed.csv,default,f1,0.5952946255126268,
fairness/adult_processed.csv,default,f1,0.6123319820780884,
fairness/adult_processed.csv,default,f1,0.6105722070844686,
fairness/adult_processed.csv,default,f1,0.6087872721525656,
fairness/adult_processed.csv,default,f1,0.6010052400812746,
fairness/adult_processed.csv,default,f1,0.6060541913632514,
fairness/adult_processed.csv,default,f1,0.604732510288066,
fairness/adult_processed.csv,default,f1,0.6051922869761931,
fairness/adult_processed.csv,default,f1,0.5983694486161768,
fairness/adult_processed.csv,default,f1,0.6024484536082474,
fairness/adult_processed.csv,default,f1,0.6009590858075707,
fairness/adult_processed.csv,default,f1,0.6081771720613288,
fairness/adult_processed.csv,default,f1,0.6009716941275878,
fairness/adult_processed.csv,default,f1,0.602017572404816,
fairness/adult_processed.csv,default,f1,0.6059230213600247,
fairness/adult_processed.csv,default,f1,0.6039825364710892,
fairness/adult_processed.csv,default,f1,0.6031195840554593,
fairness/adult_processed.csv,default,f1,0.6068487212830517,
fairness/adult_processed.csv,default,f1,0.5970468649689707,
fairness/adult_processed.csv,default,f1,0.5979337522632869,
fairness/adult_processed.csv,default,f1,0.6155307026798904,
fairness/adult_processed.csv,default,f1,0.5987289064212141,
fairness/adult_processed.csv,default,f1,0.605447967652692,
fairness/adult_processed.csv,default,f1,0.6022210470650451,
fairness/adult_processed.csv,default,f1,0.6029210885783335,
fairness/adult_processed.csv,default,f1,0.6000867490782911,
fairness/adult_processed.csv,default,f1,0.6077783697389451,
fairness/adult_processed.csv,default,f1,0.6049608074734242,
fairness/adult_processed.csv,default,f1,0.6031438415159345,
fairness/adult_processed.csv,default,fr-race,0.1765247834899576,
fairness/adult_processed.csv,default,fr-race,0.1625821509735274,
fairness/adult_processed.csv,default,fr-race,0.1601351351351351,
fairness/adult_processed.csv,default,fr-race,0.1386278484122597,
fairness/adult_processed.csv,default,fr-race,0.1718567655549413,
fairness/adult_processed.csv,default,fr-race,0.1404791154791154,
fairness/adult_processed.csv,default,fr-race,0.1534918002579694,
fairness/adult_processed.csv,default,fr-race,0.1951968552300227,
fairness/adult_processed.csv,default,fr-race,0.1417076167076167,
fairness/adult_processed.csv,default,fr-race,0.1554572814937657,
fairness/adult_processed.csv,default,fr-race,0.1811928014249739,
fairness/adult_processed.csv,default,fr-race,0.1855036855036855,
fairness/adult_processed.csv,default,fr-race,0.1377679503715988,
fairness/adult_processed.csv,default,fr-race,0.1519562680425035,
fairness/adult_processed.csv,default,fr-race,0.1511056511056511,
fairness/adult_processed.csv,default,fr-race,0.1309501873349302,
fairness/adult_processed.csv,default,fr-race,0.199189238990234,
fairness/adult_processed.csv,default,fr-race,0.1943488943488943,
fairness/adult_processed.csv,default,fr-race,0.1500522080953258,
fairness/adult_processed.csv,default,fr-race,0.1982679196609545,
fairness/adult_processed.csv,default,fr-race,0.1667076167076167,
fairness/adult_processed.csv,default,fr-race,0.1427430747497082,
fairness/adult_processed.csv,default,fr-race,0.1707511823598059,
fairness/adult_processed.csv,default,fr-race,0.1622235872235872,
fairness/adult_processed.csv,default,fr-race,0.2076653768196056,
fairness/adult_processed.csv,default,fr-race,0.1495608377863767,
fairness/adult_processed.csv,default,fr-race,0.1258599508599508,
fairness/adult_processed.csv,default,fr-race,0.1733922977704072,
fairness/adult_processed.csv,default,fr-race,0.1735765616362631,
fairness/adult_processed.csv,default,fr-race,0.1571867321867321,
fairness/adult_processed.csv,default,fr-sex,0.1549659111848166,
fairness/adult_processed.csv,default,fr-sex,0.1804557459615502,
fairness/adult_processed.csv,default,fr-sex,0.1971744471744471,
fairness/adult_processed.csv,default,fr-sex,0.1857379767827529,
fairness/adult_processed.csv,default,fr-sex,0.1613537252011547,
fairness/adult_processed.csv,default,fr-sex,0.1574938574938575,
fairness/adult_processed.csv,default,fr-sex,0.1807014311160248,
fairness/adult_processed.csv,default,fr-sex,0.221915115779129,
fairness/adult_processed.csv,default,fr-sex,0.1713144963144963,
fairness/adult_processed.csv,default,fr-sex,0.1924328972421841,
fairness/adult_processed.csv,default,fr-sex,0.2154044591855537,
fairness/adult_processed.csv,default,fr-sex,0.1775798525798526,
fairness/adult_processed.csv,default,fr-sex,0.1617836742214851,
fairness/adult_processed.csv,default,fr-sex,0.1922486333763282,
fairness/adult_processed.csv,default,fr-sex,0.1639434889434889,
fairness/adult_processed.csv,default,fr-sex,0.1689699649898655,
fairness/adult_processed.csv,default,fr-sex,0.1774461028192371,
fairness/adult_processed.csv,default,fr-sex,0.1837223587223587,
fairness/adult_processed.csv,default,fr-sex,0.1488237823229531,
fairness/adult_processed.csv,default,fr-sex,0.1935384804373195,
fairness/adult_processed.csv,default,fr-sex,0.1768427518427518,
fairness/adult_processed.csv,default,fr-sex,0.1965481235796327,
fairness/adult_processed.csv,default,fr-sex,0.1760948344696271,
fairness/adult_processed.csv,default,fr-sex,0.1899262899262899,
fairness/adult_processed.csv,default,fr-sex,0.1348811498065229,
fairness/adult_processed.csv,default,fr-sex,0.2078496406854615,
fairness/adult_processed.csv,default,fr-sex,0.1718058968058968,
fairness/adult_processed.csv,default,fr-sex,0.2054542104293348,
fairness/adult_processed.csv,default,fr-sex,0.1631963638597137,
fairness/adult_processed.csv,default,fr-sex,0.1823710073710073,
fairness/adult_processed.csv,default,precision,0.5059687786960514,
fairness/adult_processed.csv,default,precision,0.5144562581607909,
fairness/adult_processed.csv,default,precision,0.5286424755940321,
fairness/adult_processed.csv,default,precision,0.5284905660377358,
fairness/adult_processed.csv,default,precision,0.5164461923489453,
fairness/adult_processed.csv,default,precision,0.5169242089771892,
fairness/adult_processed.csv,default,precision,0.5190355329949239,
fairness/adult_processed.csv,default,precision,0.5063749138525155,
fairness/adult_processed.csv,default,precision,0.5159808963997061,
fairness/adult_processed.csv,default,precision,0.5137226008473015,
fairness/adult_processed.csv,default,precision,0.512703344909523,
fairness/adult_processed.csv,default,precision,0.5035909712722298,
fairness/adult_processed.csv,default,precision,0.5226939970717424,
fairness/adult_processed.csv,default,precision,0.5098566308243727,
fairness/adult_processed.csv,default,precision,0.518885564697083,
fairness/adult_processed.csv,default,precision,0.5128384279475983,
fairness/adult_processed.csv,default,precision,0.5124683773039392,
fairness/adult_processed.csv,default,precision,0.518628912071535,
fairness/adult_processed.csv,default,precision,0.5329272934906738,
fairness/adult_processed.csv,default,precision,0.5039739884393064,
fairness/adult_processed.csv,default,precision,0.511666059059424,
fairness/adult_processed.csv,default,precision,0.5267244492596606,
fairness/adult_processed.csv,default,precision,0.5164461247637051,
fairness/adult_processed.csv,default,precision,0.5184982686349553,
fairness/adult_processed.csv,default,precision,0.5197152245345017,
fairness/adult_processed.csv,default,precision,0.5120471176155631,
fairness/adult_processed.csv,default,precision,0.5099520825654257,
fairness/adult_processed.csv,default,precision,0.5194899817850638,
fairness/adult_processed.csv,default,precision,0.52428810720268,
fairness/adult_processed.csv,default,precision,0.5152685798381162,
fairness/adult_processed.csv,default,recall,0.7180088610893928,
fairness/adult_processed.csv,default,recall,0.7062740076824584,
fairness/adult_processed.csv,default,recall,0.7275031685678074,
fairness/adult_processed.csv,default,recall,0.7228387096774194,
fairness/adult_processed.csv,default,recall,0.7413394919168591,
fairness/adult_processed.csv,default,recall,0.7177522349936143,
fairness/adult_processed.csv,default,recall,0.7281281790437436,
fairness/adult_processed.csv,default,recall,0.7505107252298263,
fairness/adult_processed.csv,default,recall,0.7317009637926544,
fairness/adult_processed.csv,default,recall,0.7164140765476497,
fairness/adult_processed.csv,default,recall,0.7302785732882062,
fairness/adult_processed.csv,default,recall,0.7450037945863901,
fairness/adult_processed.csv,default,recall,0.7270875763747454,
fairness/adult_processed.csv,default,recall,0.7317386831275721,
fairness/adult_processed.csv,default,recall,0.7168690260914492,
fairness/adult_processed.csv,default,recall,0.7402924861321231,
fairness/adult_processed.csv,default,recall,0.7352864920922997,
fairness/adult_processed.csv,default,recall,0.7204968944099379,
fairness/adult_processed.csv,default,recall,0.704579768495219,
fairness/adult_processed.csv,default,recall,0.7322834645669292,
fairness/adult_processed.csv,default,recall,0.7191903663848321,
fairness/adult_processed.csv,default,recall,0.7403553299492386,
fairness/adult_processed.csv,default,recall,0.7122002085505735,
fairness/adult_processed.csv,default,recall,0.7274354385067757,
fairness/adult_processed.csv,default,recall,0.7158662308272568,
fairness/adult_processed.csv,default,recall,0.7330097087378641,
fairness/adult_processed.csv,default,recall,0.7289251844046365,
fairness/adult_processed.csv,default,recall,0.7322207958921695,
fairness/adult_processed.csv,default,recall,0.7149746192893401,
fairness/adult_processed.csv,default,recall,0.7271547248182763,
fairness/adult_processed.csv,default,spd-race,0.0815985918531424,
fairness/adult_processed.csv,default,spd-race,0.1125421415517831,
fairness/adult_processed.csv,default,spd-race,0.0691729655761262,
fairness/adult_processed.csv,default,spd-race,0.0873648225530784,
fairness/adult_processed.csv,default,spd-race,0.1192378052734751,
fairness/adult_processed.csv,default,spd-race,0.0634688011989149,
fairness/adult_processed.csv,default,spd-race,0.0783176598447278,
fairness/adult_processed.csv,default,spd-race,0.0904480976083672,
fairness/adult_processed.csv,default,spd-race,0.1142434102214035,
fairness/adult_processed.csv,default,spd-race,0.0564876416118262,
fairness/adult_processed.csv,default,spd-race,0.1039430805448374,
fairness/adult_processed.csv,default,spd-race,0.0683957920232357,
fairness/adult_processed.csv,default,spd-race,0.0889745412413102,
fairness/adult_processed.csv,default,spd-race,0.099041052672389,
fairness/adult_processed.csv,default,spd-race,0.1108894858831435,
fairness/adult_processed.csv,default,spd-race,0.0918864173948917,
fairness/adult_processed.csv,default,spd-race,0.0406244970799994,
fairness/adult_processed.csv,default,spd-race,0.052128370676898,
fairness/adult_processed.csv,default,spd-race,0.0818056403874422,
fairness/adult_processed.csv,default,spd-race,0.0627652401147037,
fairness/adult_processed.csv,default,spd-race,0.1117876505178316,
